episode,reward,avg_team_return,success,noise_sigma,ep_avg_critic_loss,ep_avg_actor_loss,buffer_size,steps,collisions,waypoints_visited,greedy_reward,greedy_success,greedy_waypoints_visited
1924,1264.693475663662,1264.693475663662,1,0.07504719227022398,0.0023310872144065796,-6.749199271202087,47261,19,0,10,nan,,
1925,1264.4249324798584,1264.4249324798584,1,0.0749871545164078,0.0021003875706810506,-7.096792697906494,47280,19,0,10,nan,,
1926,1254.4060171842575,1254.4060171842575,1,0.07492716479279468,0.0022150242410134526,-7.011633992195129,47302,22,0,10,nan,,
1927,1263.8803246617317,1263.8803246617317,1,0.07486722306096044,0.0020696428604424,-6.857567131519318,47322,20,0,10,nan,,
1928,1222.5475909113884,1222.5475909113884,1,0.07480732928251167,0.0020276436873245983,-7.072258830070496,47343,21,8,10,nan,,
1929,1255.2073189020157,1255.2073189020157,1,0.07474748341908566,0.0020154118101345375,-7.073841253916423,47364,21,0,10,nan,,
1930,1266.0415684580803,1266.0415684580803,1,0.07468768543235038,0.002053139527561143,-7.0137434005737305,47384,20,0,10,nan,,
1931,1263.5622817873955,1263.5622817873955,1,0.07462793528400449,0.001984637655550614,-6.981690088907878,47404,20,0,10,nan,,
1932,1233.4404422044754,1233.4404422044754,1,0.07456823293577729,0.001923754153540358,-7.211745321750641,47427,23,0,10,nan,,
1933,1259.6736370325089,1259.6736370325089,1,0.07450857834942866,0.0018863849225454032,-7.01041320959727,47446,19,0,10,nan,,
1934,1255.8439306616783,1255.8439306616783,1,0.07444897148674912,0.0019368722520691033,-6.992352803548177,47469,23,0,10,nan,,
1935,1241.845538854599,1241.845538854599,1,0.07438941230955971,0.001978227711515501,-7.097081363201141,47491,22,0,10,nan,,
1936,1256.6807436943054,1256.6807436943054,1,0.07432990077971206,0.002071091405620488,-6.933176676432292,47513,22,0,10,nan,,
1937,1241.7798696160316,1241.7798696160316,1,0.0742704368590883,0.0018887735961470753,-7.055298129717509,47535,22,0,10,nan,,
1938,1241.992891550064,1241.992891550064,1,0.07421102050960102,0.00218836774971957,-6.897834340731303,47557,22,0,10,nan,,
1939,1266.2636095285416,1266.2636095285416,1,0.07415165169319334,0.002155401691561565,-7.073329925537109,47577,20,0,10,nan,,
1940,1254.2773182988167,1254.2773182988167,1,0.07409233037183878,0.0019194535620044918,-7.058194835980733,47599,22,0,10,nan,,
1941,1261.2702006101608,1261.2702006101608,1,0.0740330565075413,0.0019488496414851396,-6.806914925575256,47619,20,0,10,nan,,
1942,1264.5384019613266,1264.5384019613266,1,0.07397383006233527,0.0019352632341906428,-6.942612290382385,47638,19,0,10,nan,,
1943,1263.4339292645454,1263.4339292645454,1,0.0739146509982854,0.001969892327906564,-6.984998524188995,47658,20,0,10,nan,,
1944,1263.6901305317879,1263.6901305317879,1,0.07385551927748676,0.002013709815219045,-7.047895789146423,47678,20,0,10,nan,,
1945,1266.2738642692566,1266.2738642692566,1,0.07379643486206477,0.0020982484784326516,-6.870405673980713,47695,17,0,10,nan,,
1946,1261.1384182572365,1261.1384182572365,1,0.07373739771417512,0.002147084492025897,-7.0341567397117615,47715,20,0,10,nan,,
1947,1178.4962195158005,1178.4962195158005,1,0.07367840779600378,0.0020628527646684752,-7.1495795249938965,47743,28,12,10,nan,,
1948,1256.8286949396133,1256.8286949396133,1,0.07361946506976698,0.002342134427938921,-6.862130403518677,47765,22,0,10,nan,,
1949,1254.598201930523,1254.598201930523,1,0.07356056949771117,0.0022238141391426325,-6.856291055679321,47784,19,0,10,nan,,
1950,1252.9952518939972,1252.9952518939972,1,0.073501721042113,0.002133412036346272,-6.76438045501709,47805,21,0,10,nan,,
1951,1261.5624442696571,1261.5624442696571,1,0.07344291966527931,0.002180299203610048,-6.96598345041275,47827,22,0,10,nan,,
1952,1254.9693254232407,1254.9693254232407,1,0.07338416532954709,0.0020355591793001318,-7.04789678255717,47848,21,0,10,nan,,
1953,1253.7223961353302,1253.7223961353302,1,0.07332545799728345,0.0022425428905989975,-7.120382110277812,47868,20,0,10,nan,,
1954,1261.6654610037804,1261.6654610037804,1,0.07326679763088562,0.0021769313083495946,-6.987576186656952,47890,22,0,10,nan,,
1955,1266.082079052925,1266.082079052925,1,0.07320818419278091,0.0020369154342915865,-6.967476924260457,47910,20,0,10,nan,,
1956,1219.7766118049622,1219.7766118049622,1,0.07314961764542668,0.0021074565690166005,-6.9898495276769,47934,24,0,10,nan,,
1957,1264.4919798970222,1264.4919798970222,1,0.07309109795131034,0.002125106821767986,-7.083864152431488,47953,19,0,10,nan,,
1958,1264.3878659009933,1264.3878659009933,1,0.07303262507294929,0.001974634302314371,-6.83672829469045,47972,19,0,10,nan,,
1959,1250.313440978527,1250.313440978527,1,0.07297419897289092,0.001979708188446239,-6.994416236877441,47993,21,0,10,nan,,
1960,1266.8788096904755,1266.8788096904755,1,0.07291581961371262,0.0021533468563575296,-6.920856078465779,48012,19,0,10,nan,,
1961,1263.5986965298653,1263.5986965298653,1,0.07285748695802165,0.0019016589154489338,-6.9896315932273865,48032,20,0,10,nan,,
1962,1263.5730118751526,1263.5730118751526,1,0.07279920096845523,0.002047867450164631,-6.903379718462626,48052,20,0,10,nan,,
1963,1256.9625517725945,1256.9625517725945,1,0.07274096160768045,0.0020211789233144373,-7.096156656742096,48071,19,0,10,nan,,
1964,1265.9048829078674,1265.9048829078674,1,0.07268276883839431,0.002120454842224717,-6.833945274353027,48091,20,0,10,nan,,
1965,1258.3337945342064,1258.3337945342064,1,0.07262462262332359,0.0019765883528937898,-6.8871075709660845,48114,23,0,10,nan,,
1966,1262.259417295456,1262.259417295456,1,0.07256652292522493,0.0021213987958617507,-6.960628509521484,48133,19,0,10,nan,,
1967,1248.7644284963608,1248.7644284963608,1,0.07250846970688475,0.0020951974438503385,-7.057220101356506,48150,17,2,10,nan,,
1968,1264.1547015309334,1264.1547015309334,1,0.07245046293111924,0.0020080479104459905,-7.004184166590373,48172,22,0,10,nan,,
1969,1264.8087761998177,1264.8087761998177,1,0.07239250256077434,0.0019864869682351127,-6.870400547981262,48188,16,0,10,nan,,
1970,1262.4050266742706,1262.4050266742706,1,0.07233458855872572,0.0020892557949991897,-7.06498509645462,48204,16,0,10,nan,,
1971,1261.8584632277489,1261.8584632277489,1,0.07227672088787875,0.0020854484115261584,-6.809386789798737,48226,22,0,10,nan,,
1972,1268.8544871807098,1268.8544871807098,1,0.07221889951116844,0.00193126049998682,-7.027348041534424,48243,17,0,10,nan,,
1973,1264.3452703356743,1264.3452703356743,1,0.07216112439155951,0.0020502170227700844,-6.906255046526591,48265,22,0,10,nan,,
1974,1263.8398835659027,1263.8398835659027,1,0.07210339549204627,0.002065043069887906,-6.787894129753113,48285,20,0,10,nan,,
1975,1257.177450954914,1257.177450954914,1,0.07204571277565262,0.002020289981737733,-7.077975749969482,48304,19,0,10,nan,,
1976,1265.9571176171303,1265.9571176171303,1,0.0719880762054321,0.002008784614736214,-6.9768995841344195,48324,20,0,10,nan,,
1977,1258.497933626175,1258.497933626175,1,0.07193048574446775,0.0021738742711022497,-6.768146395683289,48344,20,0,10,nan,,
1978,1265.5884902477264,1265.5884902477264,1,0.07187294135587217,0.0020300999967730604,-7.144662618637085,48362,18,0,10,nan,,
1979,1260.1686726808548,1260.1686726808548,1,0.07181544300278747,0.002153853350318968,-7.070610562960307,48383,21,0,10,nan,,
1980,1259.1695555448532,1259.1695555448532,1,0.07175799064838524,0.0018451775346572201,-7.043763995170593,48405,22,0,10,nan,,
1981,1224.5814326405525,1224.5814326405525,1,0.07170058425586653,0.001850102428579703,-6.8138880133628845,48427,22,0,10,nan,,
1982,1267.0450852513313,1267.0450852513313,1,0.07164322378846184,0.0018911240040324628,-7.049803853034973,48446,19,0,10,nan,,
1983,1266.859721839428,1266.859721839428,1,0.07158590920943107,0.0019091153284534813,-6.847432196140289,48465,19,0,10,nan,,
1984,1256.5454375743866,1256.5454375743866,1,0.07152864048206353,0.00212376652052626,-6.906761169433594,48487,22,0,10,nan,,
1985,1261.0653437972069,1261.0653437972069,1,0.07147141756967788,0.0021742306475061924,-6.9756715297698975,48507,20,0,10,nan,,
1986,1265.7076560854912,1265.7076560854912,1,0.07141424043562214,0.0020135767059400677,-6.926568428675334,48525,18,0,10,nan,,
1987,1266.2066383361816,1266.2066383361816,1,0.07135710904327364,0.0020015115034766493,-7.038300693035126,48545,20,0,10,nan,,
1988,1266.0102625489235,1266.0102625489235,1,0.07130002335603902,0.0019874346500728278,-7.087446729342143,48565,20,0,10,nan,,
1989,1261.7894792556763,1261.7894792556763,1,0.07124298333735418,0.0021529137971810996,-7.024172008037567,48587,22,0,10,nan,,
1990,1260.2374638319016,1260.2374638319016,1,0.0711859889506843,0.002126571285771206,-6.942062854766846,48608,21,0,10,nan,,
1991,1242.5193820595741,1242.5193820595741,1,0.07112904015952375,0.0021034907937670746,-6.9768110911051435,48632,24,0,10,nan,,
1992,1264.6177295446396,1264.6177295446396,1,0.07107213692739613,0.002053150448773522,-7.009347498416901,48651,19,0,10,nan,,
1993,1264.5559846162796,1264.5559846162796,1,0.07101527921785421,0.002132904331665486,-6.856956084569295,48670,19,0,10,nan,,
1994,1258.6262674331665,1258.6262674331665,1,0.07095846699447993,0.00198872055625543,-7.035975396633148,48690,20,0,10,nan,,
1995,1252.0446376800537,1252.0446376800537,1,0.07090170022088434,0.001997235929593444,-6.919708808263143,48709,19,0,10,nan,,
1996,1265.175386250019,1265.175386250019,1,0.07084497886070763,0.002033436653437093,-6.97314327955246,48730,21,0,10,nan,,
1997,1266.0225029587746,1266.0225029587746,1,0.07078830287761907,0.002032967342529446,-7.0822815497716265,48750,20,0,10,nan,,
1998,1263.4928288459778,1263.4928288459778,1,0.07073167223531697,0.0020721590030007065,-7.034042477607727,48770,20,0,10,nan,,
1999,1257.924818277359,1257.924818277359,1,0.07067508689752872,0.002443891455186531,-6.962322632471721,48791,21,0,10,nan,,
2000,1254.297814309597,1254.297814309597,1,0.07061854682801069,0.0020970263673613467,-7.249798774719238,48813,22,0,10,1258.6190487742424,1,10
2001,1214.9521333575249,1214.9521333575249,1,0.07056205199054828,0.0020784932809571424,-6.9665383497873945,48837,24,5,10,nan,,
2002,1252.5031470656395,1252.5031470656395,1,0.07050560234895584,0.0019650416739750653,-6.921744525432587,48858,21,2,10,nan,,
2003,1270.6670197248459,1270.6670197248459,1,0.07044919786707667,0.0020731089607579634,-7.1896913051605225,48873,15,0,10,nan,,
2004,1220.0292273163795,1220.0292273163795,1,0.070392838508783,0.002088854758767411,-7.036333640416463,48897,24,0,10,nan,,
2005,1242.7628333568573,1242.7628333568573,1,0.07033652423797597,0.0018707177543547005,-7.148670434951782,48918,21,0,10,nan,,
2006,1246.1073970794678,1246.1073970794678,1,0.07028025501858559,0.0020359148572121435,-6.877501646677653,48941,23,0,10,nan,,
2007,1264.821398973465,1264.821398973465,1,0.07022403081457072,0.0020859667274635285,-6.777342319488525,48957,16,0,10,nan,,
2008,1261.6117922663689,1261.6117922663689,1,0.07016785158991906,0.0018908822676166892,-7.055987358093262,48979,22,0,10,nan,,
2009,1263.5732929706573,1263.5732929706573,1,0.07011171730864713,0.0019893081625923514,-6.92464812596639,48999,20,0,10,nan,,
2010,1257.7781554460526,1257.7781554460526,1,0.0700556279348002,0.0019134501975107316,-6.933793544769287,49020,21,0,10,nan,,
2011,1259.2263104319572,1259.2263104319572,1,0.06999958343245237,0.001956449111457914,-7.15049421787262,49042,22,0,10,nan,,
2012,1266.1825966238976,1266.1825966238976,1,0.0699435837657064,0.0018754347052890807,-7.033920685450236,49062,20,0,10,nan,,
2013,1267.934322476387,1267.934322476387,1,0.06988762889869383,0.001926214003469795,-7.164270281791687,49080,18,0,10,nan,,
2014,1268.8230463266373,1268.8230463266373,1,0.06983171879557488,0.00197527305863332,-7.178215205669403,49097,17,0,10,nan,,
2015,1266.1444720625877,1266.1444720625877,1,0.06977585342053842,0.0018681071582250298,-7.010570089022319,49117,20,0,10,nan,,
2016,1226.2890352606773,1226.2890352606773,1,0.06972003273780199,0.002000729349674657,-7.019609570503235,49142,25,2,10,nan,,
2017,1257.6975053548813,1257.6975053548813,1,0.06966425671161175,0.0018425811897031963,-6.997731447219849,49163,21,0,10,nan,,
2018,1256.953059911728,1256.953059911728,1,0.06960852530624245,0.0020542596854890385,-7.279282371203105,49185,22,0,10,nan,,
2019,1257.6468225121498,1257.6468225121498,1,0.06955283848599746,0.002048176387324929,-6.911739945411682,49206,21,0,10,nan,,
2020,1263.5664648413658,1263.5664648413658,1,0.06949719621520865,0.00193393713561818,-6.782360851764679,49226,20,0,10,nan,,
2021,1254.2245302200317,1254.2245302200317,1,0.06944159845823648,0.002179321105359122,-7.109149138132731,49248,22,0,10,nan,,
2022,1261.1357578635216,1261.1357578635216,1,0.06938604517946989,0.0022546338848769666,-6.9840956926345825,49268,20,0,10,nan,,
2023,1251.5854430794716,1251.5854430794716,1,0.06933053634332631,0.001904217409901321,-6.9499247670173645,49290,22,0,10,nan,,
2024,1261.5496652722359,1261.5496652722359,1,0.06927507191425165,0.0019764034368563443,-6.9047214190165205,49312,22,0,10,nan,,
2025,1265.1276943683624,1265.1276943683624,1,0.06921965185672026,0.0019408098713029176,-6.941770950953166,49333,21,0,10,nan,,
2026,1246.704994738102,1246.704994738102,1,0.06916427613523488,0.002129951963433996,-6.970795810222626,49355,22,0,10,nan,,
2027,1244.4746819138527,1244.4746819138527,1,0.06910894471432669,0.0019688251243981845,-7.10638165473938,49377,22,0,10,nan,,
2028,1266.014184474945,1266.014184474945,1,0.06905365755855522,0.001871288352413103,-6.869048674901326,49397,20,0,10,nan,,
2029,1263.4593397974968,1263.4593397974968,1,0.06899841463250837,0.0019021232554223388,-7.007591724395752,49417,20,0,10,nan,,
2030,1265.5753677487373,1265.5753677487373,1,0.06894321590080237,0.0019730033454834484,-6.911876916885376,49435,18,0,10,nan,,
2031,1264.1536539793015,1264.1536539793015,1,0.06888806132808172,0.0018432490178383887,-6.94852860768636,49452,17,0,10,nan,,
2032,1263.6683886647224,1263.6683886647224,1,0.06883295087901925,0.001981933886418119,-7.113540351390839,49472,20,0,10,nan,,
2033,1261.6264600157738,1261.6264600157738,1,0.06877788451831603,0.002041444164933637,-7.105677088101705,49494,22,0,10,nan,,
2034,1262.7115901112556,1262.7115901112556,1,0.06872286221070137,0.001907500490779057,-7.24518084526062,49515,21,0,10,nan,,
2035,1260.1749759316444,1260.1749759316444,1,0.0686678839209328,0.0019504487136146054,-6.995543281237285,49536,21,0,10,nan,,
2036,1268.0596945285797,1268.0596945285797,1,0.06861294961379605,0.0019068588226218708,-7.177333772182465,49554,18,0,10,nan,,
2037,1266.4922758340836,1266.4922758340836,1,0.068558059254105,0.001960077483090572,-6.919073700904846,49571,17,0,10,nan,,
2038,1266.043942809105,1266.043942809105,1,0.06850321280670171,0.0018749228212982417,-6.912855585416158,49591,20,0,10,nan,,
2039,1259.5033093690872,1259.5033093690872,1,0.06844841023645636,0.0019759723101742564,-6.806475043296814,49610,19,0,10,nan,,
2040,1218.6584782600403,1218.6584782600403,1,0.06839365150826719,0.0018835264151372637,-6.741326967875163,49633,23,0,10,nan,,
2041,1241.1572222709656,1241.1572222709656,1,0.06833893658706057,0.00192917991662398,-6.917583664258321,49653,20,0,10,nan,,
2042,1256.7101687788963,1256.7101687788963,1,0.06828426543779093,0.0019471387146040796,-7.079922735691071,49675,22,0,10,nan,,
2043,1254.5898976325989,1254.5898976325989,1,0.06822963802544069,0.0018017094873357565,-7.067266345024109,49694,19,0,10,nan,,
2044,1265.5688485503197,1265.5688485503197,1,0.06817505431502033,0.002002401399658993,-6.882282197475433,49712,18,0,10,nan,,
2045,1263.60565584898,1263.60565584898,1,0.06812051427156832,0.0019461944873910397,-7.104074676831563,49732,20,0,10,nan,,
2046,1253.002804160118,1253.002804160118,1,0.06806601786015105,0.002017291342781391,-6.978703260421753,49750,18,2,10,nan,,
2047,1265.1999874711037,1265.1999874711037,1,0.06801156504586293,0.001925598579691723,-6.800037264823914,49771,21,0,10,nan,,
2048,1261.138227880001,1261.138227880001,1,0.06795715579382625,0.0018060757487546653,-6.989911119143168,49791,20,0,10,nan,,
2049,1262.7623092532158,1262.7623092532158,1,0.06790279006919119,0.0019724428129848093,-6.8457084496816,49812,21,0,10,nan,,
2050,1246.6590676903725,1246.6590676903725,1,0.06784846783713583,0.0018361513095442206,-7.1254390478134155,49834,22,2,10,nan,,
2051,1264.5744208097458,1264.5744208097458,1,0.06779418906286612,0.0018760820559691638,-7.016331195831299,49853,19,0,10,nan,,
2052,1260.2635499238968,1260.2635499238968,1,0.06773995371161583,0.0019620297534856945,-6.974905252456665,49874,21,0,10,nan,,
2053,1262.1333862543106,1262.1333862543106,1,0.06768576174864653,0.0018449403229169547,-7.176293690999349,49893,19,0,10,nan,,
2054,1265.9877970218658,1265.9877970218658,1,0.0676316131392476,0.0019108593289274723,-7.029584646224976,49913,20,0,10,nan,,
2055,1265.520575582981,1265.520575582981,1,0.0675775078487362,0.0017741672781994566,-7.087233364582062,49931,18,0,10,nan,,
2056,1263.4706169366837,1263.4706169366837,1,0.06752344584245722,0.0018255837028846144,-7.006918549537659,49951,20,0,10,nan,,
2057,1253.5995752215385,1253.5995752215385,1,0.06746942708578325,0.002106863318476826,-7.083917200565338,49971,20,0,10,nan,,
2058,1258.4854011535645,1258.4854011535645,1,0.06741545154411463,0.0018047739169560373,-7.148542046546936,49991,20,0,10,nan,,
2059,1234.118381023407,1234.118381023407,1,0.06736151918287933,0.0020684625536280996,-7.0869167248408,50013,22,0,10,nan,,
2060,1264.5167599320412,1264.5167599320412,1,0.06730762996753302,0.001850646227831021,-7.176361501216888,50032,19,0,10,nan,,
2061,1251.078556060791,1251.078556060791,1,0.06725378386355899,0.0017479696485679596,-7.029086271921794,50052,20,0,10,nan,,
2062,1247.5954384207726,1247.5954384207726,1,0.06719998083646814,0.0017385787155944853,-7.202046155929565,50073,21,0,10,nan,,
2063,1216.0870759487152,1216.0870759487152,1,0.06714622085179896,0.001968509319704026,-7.006768027941386,50093,20,10,10,nan,,
2064,1246.9359716176987,1246.9359716176987,1,0.06709250387511752,0.0018181886116508394,-7.271981120109558,50115,22,0,10,nan,,
2065,1259.9561384916306,1259.9561384916306,1,0.06703882987201742,0.0018765525504325826,-7.10340158144633,50136,21,0,10,nan,,
2066,1260.3061794042587,1260.3061794042587,1,0.0669851988081198,0.0018957682885229587,-6.818592985471089,50157,21,0,10,nan,,
2067,1262.4594623446465,1262.4594623446465,1,0.06693161064907331,0.0020446230773814023,-7.197424471378326,50178,21,0,10,nan,,
2068,1254.8884010910988,1254.8884010910988,1,0.06687806536055405,0.002123246325936634,-7.122136175632477,50194,16,0,10,nan,,
2069,1258.7971725463867,1258.7971725463867,1,0.0668245629082656,0.0019550236684153788,-6.9490914940834045,50211,17,2,10,nan,,
2070,1266.9519670009613,1266.9519670009613,1,0.06677110325793899,0.002108211925951764,-7.050730744997661,50230,19,0,10,nan,,
2071,1247.7792182564735,1247.7792182564735,1,0.06671768637533264,0.0019700788194313644,-6.938261568546295,50251,21,0,10,nan,,
2072,1250.9667123556137,1250.9667123556137,1,0.06666431222623237,0.0021704317594412716,-6.71832291285197,50271,20,0,10,nan,,
2073,1242.8381469249725,1242.8381469249725,1,0.06661098077645138,0.0019637732718062275,-7.115127682685852,50292,21,0,10,nan,,
2074,1255.9012610316277,1255.9012610316277,1,0.06655769199183022,0.001927532203262672,-7.175455152988434,50315,23,0,10,nan,,
2075,1254.236249268055,1254.236249268055,1,0.06650444583823675,0.001969730010993468,-6.783208886782329,50337,22,0,10,nan,,
2076,1265.9981959462166,1265.9981959462166,1,0.06645124228156617,0.0020983654831070453,-6.831555247306824,50357,20,0,10,nan,,
2077,1262.8451825380325,1262.8451825380325,1,0.06639808128774091,0.0020045113342348486,-7.0193904638290405,50375,18,0,10,nan,,
2078,1266.8996335864067,1266.8996335864067,1,0.06634496282271071,0.0019703901081811635,-6.790946185588837,50394,19,0,10,nan,,
2079,1264.4695226550102,1264.4695226550102,1,0.06629188685245255,0.0021013260004110633,-6.986933787663777,50413,19,0,10,nan,,
2080,1261.098612844944,1261.098612844944,1,0.06623885334297058,0.0020269994740374385,-7.027451753616333,50433,20,0,10,nan,,
2081,1252.7393599748611,1252.7393599748611,1,0.0661858622602962,0.0019635019358247518,-6.79326860109965,50454,21,0,10,nan,,
2082,1257.7188044786453,1257.7188044786453,1,0.06613291357048796,0.0021154494606889784,-7.10489022731781,50475,21,0,10,nan,,
2083,1244.16574716568,1244.16574716568,1,0.06608000723963157,0.002028473390964791,-6.9249842166900635,50497,22,2,10,nan,,
2084,1249.044453561306,1249.044453561306,1,0.06602714323383987,0.0020413708291016517,-6.991722583770752,50519,22,2,10,nan,,
2085,1265.630468904972,1265.630468904972,1,0.0659743215192528,0.0019345933338627218,-6.983824014663696,50537,18,0,10,nan,,
2086,1263.13615578413,1263.13615578413,1,0.06592154206203739,0.0020341571798780933,-6.855691194534302,50555,18,0,10,nan,,
2087,1254.4604383707047,1254.4604383707047,1,0.06586880482838776,0.0018592984124552459,-7.153613209724426,50577,22,0,10,nan,,
2088,1266.3180726766586,1266.3180726766586,1,0.06581610978452505,0.0019123981037409976,-6.921918272972107,50594,17,0,10,nan,,
2089,1264.5101998448372,1264.5101998448372,1,0.06576345689669744,0.0018792719638440758,-7.005507588386536,50613,19,0,10,nan,,
2090,1263.5682708024979,1263.5682708024979,1,0.06571084613118007,0.0018474252661690115,-6.856954634189606,50633,20,0,10,nan,,
2091,1266.1035289168358,1266.1035289168358,1,0.06565827745427512,0.002077263593673706,-6.880948424339294,50653,20,0,10,nan,,
2092,1234.6603241562843,1234.6603241562843,1,0.0656057508323117,0.0019396141229663043,-7.058603346347809,50672,19,6,10,nan,,
2093,1262.5323780179024,1262.5323780179024,1,0.06555326623164584,0.002011193527141586,-6.997491677602132,50693,21,0,10,nan,,
2094,1232.9389577507973,1232.9389577507973,1,0.06550082361866053,0.002045572138740681,-6.969421148300171,50716,23,6,10,nan,,
2095,1258.6221029758453,1258.6221029758453,1,0.06544842295976559,0.001900573173770681,-7.054383397102356,50736,20,0,10,nan,,
2096,1252.632194697857,1252.632194697857,1,0.06539606422139778,0.002072395128197968,-7.092805504798889,50757,21,0,10,nan,,
2097,1246.0077588558197,1246.0077588558197,1,0.06534374737002066,0.002119231484054277,-7.080977082252502,50780,23,0,10,nan,,
2098,1253.6994432806969,1253.6994432806969,1,0.06529147237212464,0.0020303077646531163,-7.012900948524475,50800,20,0,10,nan,,
2099,1252.7527878284454,1252.7527878284454,1,0.06523923919422694,0.001807111845118925,-6.934348305066426,50821,21,0,10,nan,,
2100,1263.5997487306595,1263.5997487306595,1,0.06518704780287156,0.0019595708814449607,-6.99836003780365,50841,20,0,10,nan,,
2101,1263.6160717010498,1263.6160717010498,1,0.06513489816462927,0.001997827010927722,-6.656374414761861,50861,20,0,10,nan,,
2102,1264.9197705984116,1264.9197705984116,1,0.06508279024609756,0.0018198305508121849,-6.995062232017517,50882,21,0,10,nan,,
2103,1248.6533292531967,1248.6533292531967,1,0.06503072401390068,0.0019465806370135396,-7.045949935913086,50902,20,0,10,nan,,
2104,1258.8685454130173,1258.8685454130173,1,0.06497869943468956,0.0020681525697000326,-6.86546003818512,50922,20,0,10,nan,,
2105,1263.6663938760757,1263.6663938760757,1,0.06492671647514181,0.0018732729309704154,-6.9966369072596235,50942,20,0,10,nan,,
2106,1239.3276452422142,1239.3276452422142,1,0.0648747751019617,0.002037830291859185,-7.071316520373027,50964,22,2,10,nan,,
2107,1259.689490556717,1259.689490556717,1,0.06482287528188013,0.0017717058217385784,-7.060576558113098,50983,19,0,10,nan,,
2108,1265.1448537111282,1265.1448537111282,1,0.06477101698165463,0.0019013955995130043,-6.876836657524109,51004,21,0,10,nan,,
2109,1261.19370418787,1261.19370418787,1,0.06471920016806931,0.0022896791168022903,-6.854557514190674,51024,20,0,10,nan,,
2110,1268.9045963287354,1268.9045963287354,1,0.06466742480793486,0.0020711306133307517,-7.033837914466858,51041,17,0,10,nan,,
2111,1261.1201905608177,1261.1201905608177,1,0.06461569086808851,0.0020359474467113612,-7.025492946306865,51061,20,0,10,nan,,
2112,1257.7463528513908,1257.7463528513908,1,0.06456399831539404,0.0020901742740534247,-6.738087296485901,51082,21,0,10,nan,,
2113,1266.0547333955765,1266.0547333955765,1,0.06451234711674173,0.0018756198696792126,-7.012593587239583,51102,20,0,10,nan,,
2114,1257.0197587013245,1257.0197587013245,1,0.06446073723904833,0.0019397063821088522,-7.035131752490997,51121,19,0,10,nan,,
2115,1267.2146062254906,1267.2146062254906,1,0.06440916864925708,0.0018917729685199447,-7.113697588443756,51137,16,0,10,nan,,
2116,1256.0847996473312,1256.0847996473312,1,0.06435764131433767,0.0019320248975418508,-7.134231090545654,51157,20,2,10,nan,,
2117,1251.2101600170135,1251.2101600170135,1,0.0643061552012862,0.0018227691994979977,-7.079427361488342,51177,20,0,10,nan,,
2118,1267.985791683197,1267.985791683197,1,0.06425471027712516,0.0018666608157218434,-6.848843276500702,51195,18,0,10,nan,,
2119,1260.1050454974174,1260.1050454974174,1,0.06420330650890346,0.0018282152110865961,-6.877833366394043,51216,21,0,10,nan,,
2120,1261.1103620529175,1261.1103620529175,1,0.06415194386369634,0.0018997300823684782,-7.130179802576701,51236,20,0,10,nan,,
2121,1265.0384518504143,1265.0384518504143,1,0.06410062230860539,0.001884591142879799,-6.75636088848114,51257,21,0,10,nan,,
2122,1257.3906535506248,1257.3906535506248,1,0.0640493418107585,0.002060309096123092,-7.040965914726257,51273,16,0,10,nan,,
2123,1262.5256412625313,1262.5256412625313,1,0.06399810233730989,0.0018345663906075061,-7.058159391085307,51294,21,0,10,nan,,
2124,1254.340173959732,1254.340173959732,1,0.06394690385544004,0.0019856332267712182,-7.008851607640584,51316,22,0,10,nan,,
2125,1267.4088462591171,1267.4088462591171,1,0.06389574633235569,0.0019082323342445306,-7.14406543970108,51332,16,0,10,nan,,
2126,1262.6744527220726,1262.6744527220726,1,0.0638446297352898,0.0017991988570429385,-7.278685033321381,51353,21,0,10,nan,,
2127,1269.764797449112,1269.764797449112,1,0.06379355403150157,0.0018719965737545863,-6.989656507968903,51369,16,0,10,nan,,
2128,1267.8593385219574,1267.8593385219574,1,0.06374251918827636,0.001869197585619986,-7.039067804813385,51387,18,0,10,nan,,
2129,1270.7473258972168,1270.7473258972168,1,0.06369152517292574,0.001890708736027591,-7.044094979763031,51402,15,0,10,nan,,
2130,1241.8143211603165,1241.8143211603165,1,0.0636405719527874,0.0020787216490134597,-7.00570289293925,51424,22,0,10,nan,,
2131,1263.0114945173264,1263.0114945173264,1,0.06358965949522516,0.002225402189651504,-6.775449335575104,51442,18,0,10,nan,,
2132,1250.9185531139374,1250.9185531139374,1,0.06353878776762897,0.0020115658990107477,-7.23671813805898,51462,20,0,10,nan,,
2133,1266.066711127758,1266.066711127758,1,0.06348795673741486,0.0019474007945973425,-7.118546843528748,51482,20,0,10,nan,,
2134,1266.0403242707253,1266.0403242707253,1,0.06343716637202493,0.0019895140430890024,-7.008255958557129,51502,20,0,10,nan,,
2135,1263.6071461439133,1263.6071461439133,1,0.0633864166389273,0.0018753277603536845,-6.9066386222839355,51522,20,0,10,nan,,
2136,1257.1667026281357,1257.1667026281357,1,0.06333570750561615,0.001888443628558889,-7.035235087076823,51541,19,0,10,nan,,
2137,1256.0030584931374,1256.0030584931374,1,0.06328503893961165,0.0021297327883075924,-7.064876317977905,51561,20,0,10,nan,,
2138,1269.5983601808548,1269.5983601808548,1,0.06323441090845996,0.0022434601487475447,-7.17017674446106,51577,16,0,10,nan,,
