episode,reward,success,policy_loss,value_loss,entropy,learning_rate
1,-545.6779315588877,0,-0.01085883000632748,282.2000846862793,1.256749540567398,0.000149975
2,-401.02580993054363,0,-0.00938405335182324,182.3842010498047,1.2568609118461609,0.00014994999999999999
3,-461.2541321240426,0,-0.010028680553659797,255.19964599609375,1.2570632994174957,0.000149925
4,-522.5991490646538,0,-0.008184504695236683,295.1279048919678,1.2567462027072906,0.00014989999999999998
5,-406.1716227017415,0,-0.008284286712296307,195.91157150268555,1.2560400664806366,0.000149875
6,-451.66005637864424,0,-0.005191452532017138,246.6210231781006,1.2554812878370285,0.00014984999999999998
7,-359.32635834067736,0,0.0004775952984346077,142.21968269348145,1.2552495747804642,0.000149825
8,-705.0731653930463,0,-0.00012203509686514735,407.08300399780273,1.254077821969986,0.00014979999999999998
9,-445.57849774681165,0,-0.02419137372635305,233.8086929321289,1.2529027163982391,0.000149775
10,-225.32994924772703,0,-0.013475102838128805,145.5252170562744,1.2515954673290253,0.00014974999999999998
11,-348.3913140462525,0,-0.013378481788095087,141.66000175476074,1.2507100403308868,0.000149725
12,-345.8870304427546,0,-0.0005748228868469596,122.34471893310547,1.249331220984459,0.00014969999999999998
13,-361.8262599517768,0,-0.010205527592916042,131.63280487060547,1.2489681392908096,0.000149675
14,-363.2790928980034,0,-0.003669932368211448,242.52828788757324,1.2493589222431183,0.00014965
15,-410.1041044119017,0,-0.0037040170282125473,163.47081756591797,1.248920127749443,0.000149625
16,-248.202323341216,0,-0.0005193506367504597,115.94568634033203,1.247963786125183,0.00014959999999999998
17,-282.9476807195176,0,0.0038120875833556056,166.55616569519043,1.2459010779857635,0.000149575
18,-333.49008721260236,0,0.004929648712277412,170.35491561889648,1.244189590215683,0.00014954999999999998
19,-407.66681926699505,0,0.012634469952899963,263.83145904541016,1.2430924028158188,0.000149525
20,-324.39340401780544,0,-0.004788162807623546,138.48104095458984,1.242840846379598,0.0001495
21,-478.9814511426745,0,0.005939521186519414,229.84047508239746,1.2426178753376007,0.000149475
22,-373.44564094134387,0,0.003131129138637334,131.7881956100464,1.242571085691452,0.00014944999999999997
23,-243.94731369571144,0,-0.008175707887858152,119.7722225189209,1.2427470982074738,0.00014942499999999999
24,-344.56029697568897,0,-0.01262087351642549,125.50024223327637,1.2433269768953323,0.0001494
25,-248.69863834119948,0,0.007185417780419812,139.00346755981445,1.2434331774711609,0.00014937499999999999
26,-379.0528901303221,0,0.003794164746068418,243.3112030029297,1.2428051382303238,0.00014935
27,-335.2967986282316,0,0.017160932533442974,139.44560432434082,1.2424659729003906,0.00014932499999999998
28,-238.1075632930437,0,-0.002241601119749248,147.05444145202637,1.2424902468919754,0.00014929999999999997
29,-359.3924656901054,0,-0.005230301176197827,129.33496379852295,1.2427130341529846,0.00014927499999999998
30,-366.18696843489374,0,0.01605997304432094,132.1559591293335,1.2430933117866516,0.00014925
31,-490.67316787328224,0,-0.006611974909901619,325.5327491760254,1.2432605624198914,0.00014922499999999998
32,-347.68257656593335,0,-0.007607659354107454,122.05485534667969,1.2430381029844284,0.0001492
33,-150.31015621321382,0,-0.01840585144236684,154.81478881835938,1.2430419772863388,0.000149175
34,-370.25741035954985,0,0.013460666639730334,141.93371391296387,1.2438702881336212,0.00014915
35,-218.60625903972596,0,-0.032727102283388376,132.08759593963623,1.2444701790809631,0.00014912499999999998
36,-250.75256970945486,0,-0.003537817159667611,146.69359016418457,1.2443311214447021,0.0001491
37,-225.15341595993706,0,0.0003401123103685677,130.5379695892334,1.2441272288560867,0.00014907499999999998
38,-351.2532518416857,0,-0.03298613347578794,128.42010402679443,1.2445758879184723,0.00014905
39,-290.35324613930095,0,-0.010227599181234837,160.76287651062012,1.2443735301494598,0.000149025
40,-340.5119879839526,0,-0.012456219090381637,121.88296031951904,1.2435712814331055,0.000149
41,-257.9051310659169,0,0.0054197966431578,153.5066909790039,1.2430659929911296,0.00014897499999999998
42,-306.66388141252366,0,0.015179691719822586,212.58548164367676,1.2424903810024261,0.00014895
43,-291.3184083645178,0,0.014009428210556507,166.2879180908203,1.2421388179063797,0.000148925
44,-222.81722204477438,0,-0.025530399288982153,142.47348022460938,1.2415237426757812,0.0001489
45,-273.33573072105355,0,0.00801623659208417,160.37809371948242,1.2411084324121475,0.000148875
46,-246.42798775423486,0,-0.009161955502349883,132.89851188659668,1.2405314892530441,0.00014884999999999999
47,-268.39497120776554,0,-0.007539528916822746,155.77360248565674,1.2398827970027924,0.00014882499999999997
48,-267.1587586227778,0,-0.011207987670786679,129.93120193481445,1.2391627877950668,0.00014879999999999998
49,-378.75519266213814,0,-0.0021886851027375087,121.54857349395752,1.2385155260562897,0.000148775
50,-283.9601002356297,0,-0.011738224187865853,190.0959300994873,1.2389188557863235,0.00014874999999999998
51,-237.54858210595845,0,-0.009753475431352854,132.34641647338867,1.2399334460496902,0.000148725
52,-206.5870910178325,0,-0.012508659157902002,102.29136180877686,1.240455985069275,0.00014869999999999998
53,-219.0912103398476,0,0.010968825343297794,127.1897554397583,1.2392554730176926,0.000148675
54,-327.7296758591967,0,-0.012713551754131913,97.44823169708252,1.2393523007631302,0.00014864999999999998
55,-245.3438050185951,0,-0.009319714736193419,108.34519290924072,1.2396010607481003,0.000148625
56,-243.47293059314515,0,0.002276255763717927,123.41687965393066,1.240787297487259,0.00014859999999999998
57,-248.15450824321204,0,-0.020951756509020925,105.10724544525146,1.2418860346078873,0.000148575
58,-302.47713899152114,0,-0.021004889238004882,197.466921488444,1.2421780824661255,0.00014854999999999998
59,-225.59104300134814,0,0.01202293043024838,132.50899410247803,1.2417154908180237,0.000148525
60,-221.42476292691651,0,-0.0022234750213101506,153.90137577056885,1.2403779327869415,0.00014849999999999998
61,-376.8590037997617,0,-0.008151481459208298,123.4443473815918,1.2384718358516693,0.000148475
62,-269.37679632374045,0,-0.0006791697815060616,166.15827178955078,1.2378927171230316,0.00014845
63,-258.2430633847417,0,0.011186202289536595,113.45469665527344,1.237786427140236,0.000148425
64,-206.27383035415608,0,-0.017551224678754807,123.19242191314697,1.2377107441425323,0.00014839999999999998
65,-214.598043189929,0,-0.006430142093449831,126.74355220794678,1.2384498566389084,0.000148375
66,-234.29829062917668,0,0.010573327541351318,130.57126235961914,1.2382308840751648,0.00014834999999999997
67,-122.49585814537897,0,0.004002443514764309,147.66110515594482,1.237811416387558,0.000148325
68,-256.8573781491405,0,-0.0015902925282716752,136.02452392578124,1.2381309509277343,0.0001483
69,-222.79836371028932,0,-0.007122090086340904,123.58774375915527,1.2382466048002243,0.00014827499999999999
70,-270.03993533553046,0,-0.027947613561991602,168.25255966186523,1.238535538315773,0.00014824999999999997
71,-239.43575233431216,0,-0.006063222419470549,166.74151515960693,1.2387028336524963,0.00014822499999999998
72,-264.1687368875387,0,0.004018673440441489,145.287034034729,1.2386347651481628,0.0001482
73,-240.36417119362522,0,0.004571292898617685,234.86145401000977,1.2384229898452759,0.00014817499999999998
74,-219.25250420958503,0,0.016126309288665652,137.3570728302002,1.2378597557544708,0.00014815
75,-139.98227057116816,0,0.01409812574274838,167.73580741882324,1.237389624118805,0.00014812499999999998
76,-166.5581796589262,0,0.001365546602755785,155.41971715291342,1.2376288771629333,0.00014809999999999997
77,-347.308618086876,0,-0.019248398020863533,96.77256393432617,1.2382218639055889,0.00014807499999999998
78,-319.5028073145147,0,0.002352774958126247,309.9200668334961,1.2386147230863571,0.00014805
79,-334.03784397647445,0,0.0041249163914471865,93.92149066925049,1.2384092658758163,0.00014802499999999998
80,-247.02950623209534,0,0.006514984997920692,145.71503829956055,1.237914428114891,0.000148
81,-248.7406529976509,0,-0.0004603462293744087,121.0751895904541,1.237435057759285,0.000147975
82,-262.0883906994495,0,-0.02190754155162722,250.80648612976074,1.2368183434009552,0.00014795
83,-234.8627007759967,0,0.014507025247439742,145.69273471832275,1.2357155084609985,0.00014792499999999998
84,-159.3154036977421,0,-0.014107829774729908,187.37173652648926,1.2349553853273392,0.0001479
85,343.61679472452545,1,-0.0157875781878829,4333.8720703125,1.2333076681409563,0.00014787499999999998
86,-191.97837127898657,0,0.001176206860691309,140.5007562637329,1.2322594672441483,0.00014785
87,-347.8413403162193,0,-0.026151983300223947,97.11184787750244,1.2317315191030502,0.000147825
88,-247.7271302892019,0,0.016071548801846802,211.1927604675293,1.2314158082008362,0.0001478
89,-220.37935489206228,0,-0.02489596651867032,178.23114776611328,1.2308958768844604,0.00014777499999999997
90,-198.2870639227164,0,0.03599070478230715,137.17027282714844,1.2299445569515228,0.00014774999999999999
91,-228.67213241486812,0,0.010246065372484736,94.66239833831787,1.2296979278326035,0.000147725
92,-346.80050123134464,0,-0.005999917164444923,94.1951093673706,1.2292136400938034,0.00014769999999999999
93,-145.10869294473457,0,-0.005192707758396864,193.09082221984863,1.2283178269863129,0.000147675
94,-141.96694588183814,0,-0.004074770646790664,183.72990036010742,1.2271163860956829,0.00014764999999999998
95,-222.05401864979927,0,-0.015315563650801778,104.34938526153564,1.2258452475070953,0.00014762499999999997
96,-221.49707868849353,0,0.007279327604919672,146.9865550994873,1.2248562276363373,0.00014759999999999998
97,-237.7705176190702,0,0.0037171184667386115,119.88628482818604,1.224231705069542,0.000147575
98,-230.78772449454337,0,-0.005608965875580907,147.42403030395508,1.2242230474948883,0.00014754999999999998
99,-280.1194808579535,0,-0.01953443407546729,98.57118892669678,1.2243158966302872,0.000147525
100,-140.2798476309111,0,-0.003983930451795459,157.29388904571533,1.2237630784511566,0.00014749999999999998
101,-148.72057535825968,0,0.00623020576313138,201.0175256729126,1.2225251197814941,0.000147475
102,-237.71206587976906,0,0.005498823942616582,123.5199384689331,1.2209908068180084,0.00014744999999999998
103,-263.7140743171551,0,-0.01370876666624099,112.65970611572266,1.2199590355157852,0.000147425
104,377.4594510858116,1,-0.021225684497039765,4487.621734619141,1.2193097919225693,0.00014739999999999998
105,302.9157222441773,1,-0.011468943790532649,3778.0362548828125,1.2188094109296799,0.000147375
106,420.00667810094086,1,-0.0010502702250141382,5237.3636474609375,1.218633085489273,0.00014734999999999998
107,-235.1224310095269,0,-0.0200453142169863,145.12388038635254,1.218665435910225,0.000147325
108,403.97624150723624,1,0.03634192224126309,3627.8951110839844,1.2188716679811478,0.00014729999999999998
109,-260.9855139854315,0,-0.0034071343252435327,252.51440811157227,1.218785122036934,0.000147275
110,-277.504570702092,0,0.019180120958480984,178.36552047729492,1.2186484783887863,0.00014725
111,444.89169116759547,1,0.00022695185909604731,6425.6890869140625,1.2184704840183258,0.000147225
112,326.5654097500747,1,0.0027485345490276814,3666.5630798339844,1.2184459418058395,0.00014719999999999997
113,-140.20810659185713,0,-0.02967955677637032,169.4806845528739,1.218676941735404,0.00014717499999999999
114,457.98106559200323,1,0.0010002527823749219,6304.2747802734375,1.2187131345272064,0.00014714999999999997
115,-107.45082242357276,0,-0.01008790904597845,182.1017665863037,1.218531310558319,0.00014712499999999998
116,-220.1241134368861,0,0.0025530525017529726,134.06332969665527,1.2180185168981552,0.0001471
117,-229.80701399380277,0,-0.013082326855510473,137.12425899505615,1.2174649983644485,0.00014707499999999998
118,-166.6703678859079,0,0.03258009534329176,154.65020098005022,1.2167270864759172,0.00014704999999999997
119,536.4991293506082,1,0.0009613676083972678,10133.029541015625,1.21629199385643,0.00014702499999999998
120,495.75532879153525,1,0.00021011299680839812,7939.50634765625,1.2160949409008026,0.000147
121,-206.17355359796176,0,-0.0016730549978092313,135.0948486328125,1.2159303277730942,0.00014697499999999998
122,454.18842974828135,1,-0.0028887044722827326,6463.0140380859375,1.2158829867839813,0.00014695
123,331.12644619246885,1,0.003223586672296127,4176.657063802083,1.2159499923388164,0.00014692499999999998
124,-126.32804791225618,0,-0.01673717622179538,204.95813369750977,1.216080367565155,0.0001469
125,464.4443376647497,1,-0.0007904872882189551,7173.3275146484375,1.216255933046341,0.00014687499999999998
126,414.73094265311624,1,0.0006823500003552141,4929.223388671875,1.2163594365119934,0.00014685
127,513.2820020771562,1,-0.0006428372114894998,7763.6312255859375,1.2164342403411865,0.00014682499999999998
128,-111.23634936355427,0,0.006718139338772744,189.0901002883911,1.2164013087749481,0.0001468
129,446.1107400870645,1,-0.002472012270041679,5532.0797119140625,1.216331422328949,0.000146775
130,380.6889232832017,1,-0.20730214042123407,8145.520431518555,1.2162725627422333,0.00014675
131,406.06081889917186,1,0.00044075602844362294,4812.5194091796875,1.2162630558013916,0.00014672499999999998
132,-106.59877427177588,0,0.013647136511281133,211.11515426635742,1.2160903811454773,0.0001467
133,452.3692890873164,1,-0.0019379083750692416,6546.3311767578125,1.2156848311424255,0.00014667499999999997
134,535.3749161929036,1,-0.0017477973829079785,9168.01123046875,1.2154153287410736,0.00014665
135,360.3495472488259,1,-0.011881850805366412,4235.38818359375,1.2151294499635696,0.000146625
136,-247.801251575317,0,-0.013094408361212118,166.55573081970215,1.214760884642601,0.00014659999999999999
137,351.3192233392438,1,-0.022500792634673417,3963.4266204833984,1.2146042734384537,0.00014657499999999997
138,513.1484159079204,1,0.0007242617387366312,8254.45703125,1.214625984430313,0.00014654999999999998
139,372.7608175912368,1,-0.12840628111734986,6119.616859436035,1.2146493345499039,0.000146525
140,398.86483721373264,1,0.11864354880526662,2194.852605819702,1.2146669924259186,0.00014649999999999998
141,524.0322475073659,1,0.0004108763749961497,7856.1466064453125,1.2147491872310638,0.000146475
142,-242.45418224862962,0,0.009713158942759037,233.72062492370605,1.214897409081459,0.00014644999999999998
143,499.80980614772903,1,-0.0027248390747969253,8812.05859375,1.2150431275367737,0.00014642499999999997
144,351.3473721684667,1,-0.026113926665857434,3971.8536682128906,1.2151335775852203,0.00014639999999999998
