episode,reward,avg_team_return,success,epsilon,ep_avg_loss,buffer_size,steps,collisions,waypoints_visited,greedy_reward,greedy_success,greedy_waypoints_visited
66,418.4600024819374,418.4600024819374,0,0.9485496631821138,0.010016571588309134,15400,234,0,5,nan,,
67,495.56001192331314,495.56001192331314,0,0.9477908234515681,0.009054568178694824,15634,234,0,6,nan,,
68,816.9799958467484,816.9799958467484,0,0.9470325907928068,0.009918291287465115,15868,234,2,9,nan,,
69,510.0299977660179,510.0299977660179,0,0.9462749647201725,0.01059454107046898,16102,234,0,6,nan,,
70,212.15000295639038,212.15000295639038,0,0.9455179447483963,0.009932553324595852,16336,234,4,3,nan,,
71,381.2100096940994,381.2100096940994,0,0.9447615303925976,0.010084091476967623,16570,234,4,5,nan,,
72,679.9099917411804,679.9099917411804,0,0.9440057211682835,0.009234195330448575,16804,234,0,8,nan,,
73,519.0100024938583,519.0100024938583,0,0.9432505165913488,0.010094076981125721,17038,234,0,6,nan,,
74,697.6799938678741,697.6799938678741,0,0.9424959161780757,0.009586791665751045,17272,234,0,8,nan,,
75,710.3200073838234,710.3200073838234,0,0.9417419194451332,0.010003729795651704,17506,234,2,8,nan,,
76,598.8800039887428,598.8800039887428,0,0.940988525909577,0.009923094986164468,17740,234,0,7,nan,,
77,585.2299963831902,585.2299963831902,0,0.9402357350888494,0.009610632643232057,17974,234,0,7,nan,,
78,421.4300055503845,421.4300055503845,0,0.9394835465007783,0.009125800566526792,18208,234,0,5,nan,,
79,610.9699960947037,610.9699960947037,0,0.9387319596635776,0.010001294981238657,18442,234,0,7,nan,,
80,411.91999864578247,411.91999864578247,0,0.9379809740958467,0.009195466715274221,18676,234,0,5,nan,,
81,598.7600024938583,598.7600024938583,0,0.93723058931657,0.01029946199008103,18910,234,8,7,nan,,
82,699.7799935340881,699.7799935340881,0,0.9364808048451168,0.00923743083978356,19144,234,6,8,nan,,
83,590.070003926754,590.070003926754,0,0.9357316202012407,0.009130454196691,19378,234,0,7,nan,,
84,507.23000198602676,507.23000198602676,0,0.9349830349050796,0.009788143858944966,19612,234,0,6,nan,,
85,604.2700052261353,604.2700052261353,0,0.9342350484771555,0.009375320370148483,19846,234,0,7,nan,,
86,399.33999943733215,399.33999943733215,0,0.9334876604383738,0.010152307204839032,20080,234,2,5,nan,,
87,511.72999995946884,511.72999995946884,0,0.9327408703100231,0.01018270239201856,20314,234,0,6,nan,,
88,601.0200178027153,601.0200178027153,0,0.931994677613775,0.009635993674144907,20548,234,2,7,nan,,
89,410.51000159978867,410.51000159978867,0,0.931249081871684,0.009967792698920801,20782,234,0,5,nan,,
90,296.01000517606735,296.01000517606735,0,0.9305040826061867,0.009695155419788118,21016,234,0,4,nan,,
91,792.6299961209297,792.6299961209297,0,0.9297596793401017,0.009624174555185539,21250,234,0,9,nan,,
92,411.8399959206581,411.8399959206581,0,0.9290158715966296,0.010278859609832703,21484,234,0,5,nan,,
93,489.83000576496124,489.83000576496124,0,0.9282726588993523,0.010176269289363047,21718,234,0,6,nan,,
94,690.6900100708008,690.6900100708008,0,0.9275300407722328,0.010259763432382527,21952,234,0,8,nan,,
95,511.75000262260437,511.75000262260437,0,0.926788016739615,0.010384886718258775,22186,234,0,6,nan,,
96,594.8399961590767,594.8399961590767,0,0.9260465863262233,0.010401869571562541,22420,234,0,7,nan,,
97,595.7200028896332,595.7200028896332,0,0.9253057490571622,0.010291267523606276,22654,234,0,7,nan,,
98,592.2699909210205,592.2699909210205,0,0.9245655044579165,0.010015783223749722,22888,234,0,7,nan,,
99,676.4000065326691,676.4000065326691,0,0.9238258520543502,0.010567636076553628,23122,234,0,8,nan,,
100,759.9600076675415,759.9600076675415,0,0.9230867913727067,0.010727997435162128,23356,234,8,9,nan,,
101,679.7200070023537,679.7200070023537,0,0.9223483219396085,0.01040663739569999,23590,234,0,8,nan,,
102,397.06999695301056,397.06999695301056,0,0.9216104432820568,0.011836732666686936,23824,234,6,5,nan,,
103,510.930000603199,510.930000603199,0,0.920873154927431,0.010729198777598554,24058,234,0,6,nan,,
104,587.1699997782707,587.1699997782707,0,0.9201364564034891,0.011686772265929287,24292,234,0,7,nan,,
105,679.6699879169464,679.6699879169464,0,0.9194003472383663,0.011460810201242566,24526,234,0,8,nan,,
106,783.2599958777428,783.2599958777428,0,0.9186648269605756,0.011407440583521531,24760,234,0,9,nan,,
107,601.6700056195259,601.6700056195259,0,0.9179298950990071,0.011270710002181345,24994,234,2,7,nan,,
108,686.8400021791458,686.8400021791458,0,0.917195551182928,0.011526796145964477,25228,234,0,8,nan,,
109,499.5699982047081,499.5699982047081,0,0.9164617947419816,0.011892568392293721,25462,234,0,6,nan,,
110,567.5500069260597,567.5500069260597,0,0.915728625306188,0.011975667565682177,25697,235,12,7,nan,,
111,691.8900102972984,691.8900102972984,0,0.914996042405943,0.01115658508356789,25931,234,4,8,nan,,
112,703.6400045156479,703.6400045156479,0,0.9142640455720182,0.011767530798028081,26165,234,2,8,nan,,
113,411.2499957680702,411.2499957680702,0,0.9135326343355606,0.012213214469174373,26399,234,0,5,nan,,
114,726.1100103259087,726.1100103259087,0,0.9128018082280922,0.013258716004695428,26633,234,0,8,nan,,
115,502.7000079154968,502.7000079154968,0,0.9120715667815097,0.012329259590277898,26867,234,0,6,nan,,
116,521.1799994707108,521.1799994707108,0,0.9113419095280845,0.011357493730167211,27101,234,0,6,nan,,
117,598.1100078225136,598.1100078225136,0,0.910612836000462,0.011830661799116382,27335,234,0,7,nan,,
118,536.5700011849403,536.5700011849403,0,0.9098843457316615,0.012426881111716316,27569,234,4,6,nan,,
119,600.3699933290482,600.3699933290482,0,0.9091564382550762,0.012492731695288214,27803,234,6,7,nan,,
120,398.99999141693115,398.99999141693115,0,0.9084291131044722,0.014056077834723865,28037,234,0,5,nan,,
121,715.5400076508522,715.5400076508522,0,0.9077023698139886,0.013879581121727824,28271,234,0,8,nan,,
122,678.5999929904938,678.5999929904938,0,0.9069762079181374,0.01311240094256098,28505,234,0,8,nan,,
123,504.210003554821,504.210003554821,0,0.9062506269518028,0.012591380449333068,28739,234,0,6,nan,,
124,507.9900042414665,507.9900042414665,0,0.9055256264502414,0.013551027032594054,28973,234,0,6,nan,,
125,703.2499976158142,703.2499976158142,0,0.9048012059490812,0.012944016244326687,29207,234,0,8,nan,,
126,589.2700145840645,589.2700145840645,0,0.9040773649843219,0.013357668436306008,29441,234,0,7,nan,,
127,763.8799967765808,763.8799967765808,0,0.9033541030923344,0.01334206169824405,29675,234,4,9,nan,,
128,681.8000004887581,681.8000004887581,0,0.9026314198098605,0.014181870185785879,29909,234,0,8,nan,,
129,515.510007083416,515.510007083416,0,0.9019093146740126,0.015044640163601986,30143,234,0,6,nan,,
130,681.7500036358833,681.7500036358833,0,0.9011877872222733,0.013749591966743692,30378,235,8,8,nan,,
131,799.6300015449524,799.6300015449524,0,0.9004668369924955,0.014872938702356512,30612,234,0,9,nan,,
132,564.2800067663193,564.2800067663193,0,0.8997464635229016,0.014891018111515662,30846,234,12,7,nan,,
133,802.539997279644,802.539997279644,0,0.8990266663520832,0.016980018198363863,31080,234,4,9,nan,,
134,577.6199953556061,577.6199953556061,0,0.8983074450190015,0.016264038915135736,31314,234,0,7,nan,,
135,674.7200030088425,674.7200030088425,0,0.8975887990629863,0.01639143330976367,31549,235,6,8,nan,,
136,583.9499926567078,583.9499926567078,0,0.8968707280237359,0.016415814973478174,31783,234,10,7,nan,,
137,492.0999920964241,492.0999920964241,0,0.8961532314413169,0.017941937797392407,32021,238,22,7,nan,,
138,460.940003156662,460.940003156662,0,0.8954363088561638,0.017576734856541813,32255,234,12,6,nan,,
139,742.8199965953827,742.8199965953827,0,0.8947199598090788,0.016461029009483125,32489,234,16,9,nan,,
140,407.029998421669,407.029998421669,0,0.8940041838412315,0.017570227737827546,32723,234,0,5,nan,,
141,678.9199789762497,678.9199789762497,0,0.8932889804941585,0.018118663343711424,32957,234,0,8,nan,,
142,605.0800015926361,605.0800015926361,0,0.8925743493097632,0.017643086130506004,33191,234,0,7,nan,,
143,700.9099994897842,700.9099994897842,0,0.8918602898303154,0.017588984237005143,33425,234,0,8,nan,,
144,578.6600069403648,578.6600069403648,0,0.8911468015984512,0.01781561395859924,33659,234,0,7,nan,,
145,678.4599853157997,678.4599853157997,0,0.8904338841571724,0.017096487015990886,33893,234,0,8,nan,,
146,437.20999294519424,437.20999294519424,0,0.8897215370498467,0.016803851013938928,34127,234,2,5,nan,,
147,468.45000863075256,468.45000863075256,0,0.8890097598202068,0.018400176570324573,34361,234,0,6,nan,,
148,478.779998421669,478.779998421669,0,0.8882985520123506,0.01742986048539651,34595,234,0,6,nan,,
149,686.8100046515465,686.8100046515465,0,0.8875879131707407,0.018147767268878928,34829,234,0,8,nan,,
150,518.7900065779686,518.7900065779686,0,0.8868778428402041,0.01956450683867623,35063,234,4,6,nan,,
151,578.5599945783615,578.5599945783615,0,0.886168340565932,0.019070211355969056,35297,234,0,7,nan,,
152,655.32000207901,655.32000207901,0,0.8854594058934792,0.018882470510514646,35531,234,16,8,nan,,
153,482.9300137758255,482.9300137758255,0,0.8847510383687643,0.018408874049782753,35765,234,0,6,nan,,
154,1201.4699913859367,1201.4699913859367,1,0.8840432375380693,0.01775806702916389,35948,183,0,10,nan,,
155,387.93000400066376,387.93000400066376,0,0.8833360029480388,0.02023738505447219,36182,234,0,5,nan,,
156,665.260002374649,665.260002374649,0,0.8826293341456803,0.0198755479749229,36417,235,4,8,nan,,
157,496.3800074458122,496.3800074458122,0,0.8819232306783638,0.02017116991417675,36651,234,4,6,nan,,
158,692.5799974799156,692.5799974799156,0,0.8812176920938211,0.019434153875809605,36885,234,4,8,nan,,
159,602.4799941182137,602.4799941182137,0,0.880512717940146,0.017925078868223674,37119,234,2,7,nan,,
160,608.0999951958656,608.0999951958656,0,0.8798083077657938,0.019332251921927526,37353,234,6,7,nan,,
161,759.8900060653687,759.8900060653687,0,0.8791044611195811,0.020151171470218797,37588,235,8,9,nan,,
162,794.6299960017204,794.6299960017204,0,0.8784011775506854,0.020942346658557653,37822,234,4,9,nan,,
163,486.2200005054474,486.2200005054474,0,0.8776984566086448,0.018280542187266432,38056,234,0,6,nan,,
164,489.34000021219254,489.34000021219254,0,0.8769962978433579,0.020583710986478574,38290,234,0,6,nan,,
165,470.730004131794,470.730004131794,0,0.8762947008050832,0.020511975006784422,38524,234,12,6,nan,,
166,492.97999399900436,492.97999399900436,0,0.8755936650444391,0.02085699775288331,38758,234,0,6,nan,,
167,689.6100024580956,689.6100024580956,0,0.8748931901124035,0.0199616380130588,38992,234,0,8,nan,,
168,603.2299929857254,603.2299929857254,0,0.8741932755603136,0.02364667643118521,39226,234,4,7,nan,,
169,789.0900020599365,789.0900020599365,0,0.8734939209398653,0.02212006284586959,39460,234,0,9,nan,,
170,786.4000094532967,786.4000094532967,0,0.8727951258031135,0.02183580433885599,39694,234,0,9,nan,,
171,606.7800085544586,606.7800085544586,0,0.872096889702471,0.019954937494407268,39928,234,0,7,nan,,
172,401.72000592947006,401.72000592947006,0,0.871399212190709,0.02388379960481463,40162,234,8,5,nan,,
173,471.9699994921684,471.9699994921684,0,0.8707020928209565,0.023148660500675947,40396,234,10,6,nan,,
174,774.3800023794174,774.3800023794174,0,0.8700055311466997,0.02129777058445174,40630,234,0,9,nan,,
175,515.5299879312515,515.5299879312515,0,0.8693095267217823,0.02002669356258239,40864,234,2,6,nan,,
176,591.939997792244,591.939997792244,0,0.8686140791004049,0.023559751278110618,41098,234,0,7,nan,,
177,663.2500025629997,663.2500025629997,0,0.8679191878371245,0.022775444549397898,41332,234,0,8,nan,,
178,542.2300090789795,542.2300090789795,0,0.8672248524868548,0.026383359322388625,41566,234,4,6,nan,,
179,1092.9799869656563,1092.9799869656563,1,0.8665310726048653,0.025933380805603836,41751,185,16,10,nan,,
180,690.6700031161308,690.6700031161308,0,0.8658378477467814,0.022775805350077356,41985,234,0,8,nan,,
181,793.5700039863586,793.5700039863586,0,0.865145177468584,0.023608212664338022,42219,234,0,9,nan,,
182,589.5899960398674,589.5899960398674,0,0.8644530613266092,0.027710114747790966,42453,234,0,7,nan,,
183,677.2199932336807,677.2199932336807,0,0.8637614988775478,0.027008943340002464,42687,234,0,8,nan,,
184,281.98000490665436,281.98000490665436,0,0.8630704896784458,0.024985847899974403,42921,234,0,4,nan,,
185,691.7599918842316,691.7599918842316,0,0.862380033286703,0.024497006200896256,43155,234,0,8,nan,,
186,579.09999781847,579.09999781847,0,0.8616901292600736,0.023262280292051324,43389,234,0,7,nan,,
187,584.3800056576729,584.3800056576729,0,0.8610007771566656,0.02743982163996532,43623,234,0,7,nan,,
188,487.9700041413307,487.9700041413307,0,0.8603119765349402,0.022661181640321926,43857,234,0,6,nan,,
189,575.6399973034859,575.6399973034859,0,0.8596237269537123,0.02757102864441173,44091,234,8,7,nan,,
190,695.1200094819069,695.1200094819069,0,0.8589360279721493,0.026206765023959896,44325,234,2,8,nan,,
191,675.5800060033798,675.5800060033798,0,0.8582488791497715,0.027180316135415744,44559,234,0,8,nan,,
192,1127.4700021147728,1127.4700021147728,1,0.8575622800464517,0.024258270423780096,44744,185,10,10,nan,,
193,401.72000259160995,401.72000259160995,0,0.8568762302224145,0.02640727493141232,44978,234,24,6,nan,,
194,776.5499967336655,776.5499967336655,0,0.8561907292382366,0.027156062108480324,45212,234,0,9,nan,,
195,463.71000158786774,463.71000158786774,0,0.855505776654846,0.029617096345614772,45446,234,10,6,nan,,
196,667.4000041484833,667.4000041484833,0,0.854821372033522,0.02514270359997527,45681,235,4,8,nan,,
197,545.5500059127808,545.5500059127808,0,0.8541375149358952,0.02849520795882262,45915,234,16,7,nan,,
198,779.7600060105324,779.7600060105324,0,0.8534542049239464,0.026087528410351883,46149,234,0,9,nan,,
199,470.5599976181984,470.5599976181984,0,0.8527714415600073,0.025798287628025843,46383,234,0,6,nan,,
200,499.91000455617905,499.91000455617905,0,0.8520892244067593,0.026028708144390986,46617,234,2,6,nan,,
201,501.4299964904785,501.4299964904785,0,0.8514075530272338,0.025462792158640665,46851,234,0,6,nan,,
202,691.2399942278862,691.2399942278862,0,0.850726426984812,0.02878610128378969,47085,234,4,8,nan,,
203,594.8099922537804,594.8099922537804,0,0.8500458458432242,0.028731594905899518,47319,234,4,7,nan,,
204,687.6299896240234,687.6299896240234,0,0.8493658091665496,0.025120479386236707,47553,234,0,8,nan,,
205,795.9900079369545,795.9900079369545,0,0.8486863165192163,0.027621100753031928,47787,234,4,9,nan,,
206,660.3200141191483,660.3200141191483,0,0.8480073674660009,0.026668144658334173,48022,235,16,8,nan,,
207,663.5800078511238,663.5800078511238,0,0.8473289615720281,0.029830625896357883,48256,234,8,8,nan,,
208,1100.3100019097328,1100.3100019097328,1,0.8466510984027704,0.02856827440361182,48436,180,16,10,nan,,
209,682.4299963116646,682.4299963116646,0,0.8459737775240482,0.023441166344002402,48670,234,0,8,nan,,
210,769.1199961304665,769.1199961304665,0,0.845296998502029,0.02651768076722905,48904,234,8,9,nan,,
211,493.8899992108345,493.8899992108345,0,0.8446207609032274,0.032554334270414605,49138,234,0,6,nan,,
212,586.7300112843513,586.7300112843513,0,0.8439450642945048,0.027445094786205534,49372,234,8,7,nan,,
213,385.2199913263321,385.2199913263321,0,0.8432699082430691,0.02635140821401929,49606,234,8,5,nan,,
214,697.4599977731705,697.4599977731705,0,0.8425952923164747,0.031202460718104393,49840,234,0,8,nan,,
215,704.9500048160553,704.9500048160553,0,0.8419212160826215,0.030214481810428972,50074,234,4,8,nan,,
216,487.610003888607,487.610003888607,0,0.8412476791097554,0.02714600595566681,50308,234,6,6,nan,,
217,655.5900007486343,655.5900007486343,0,0.8405746809664676,0.03340582222003361,50542,234,0,8,nan,,
218,619.5500001907349,619.5500001907349,0,0.8399022212216944,0.03777094993550899,50776,234,4,7,nan,,
219,466.2299979329109,466.2299979329109,0,0.839230299444717,0.0329009608911543,51011,235,4,6,nan,,
220,681.330000936985,681.330000936985,0,0.8385589152051612,0.02860253719391964,51245,234,0,8,nan,,
221,663.060002207756,663.060002207756,0,0.8378880680729971,0.02598501851075682,51479,234,14,8,nan,,
222,687.2199998497963,687.2199998497963,0,0.8372177576185387,0.03293271651649374,51713,234,8,8,nan,,
223,598.4699963927269,598.4699963927269,0,0.8365479834124439,0.027993616246586216,51947,234,0,7,nan,,
224,479.4500005245209,479.4500005245209,0,0.8358787450257139,0.032201001104914535,52181,234,8,6,nan,,
225,682.1700044870377,682.1700044870377,0,0.8352100420296933,0.034341410380499114,52415,234,0,8,nan,,
226,490.5099992752075,490.5099992752075,0,0.8345418739960695,0.03219997704471067,52649,234,8,6,nan,,
227,509.76999962329865,509.76999962329865,0,0.8338742404968726,0.03536709362705206,52883,234,0,6,nan,,
228,713.8400113582611,713.8400113582611,0,0.8332071411044751,0.03268885153140557,53117,234,0,8,nan,,
229,676.5099967122078,676.5099967122078,0,0.8325405753915915,0.03270779542046888,53351,234,0,8,nan,,
230,390.5099974870682,390.5099974870682,0,0.8318745429312783,0.037544921072105227,53585,234,0,5,nan,,
231,486.9299964904785,486.9299964904785,0,0.8312090432969332,0.028708609912929863,53819,234,0,6,nan,,
232,494.8499925136566,494.8499925136566,0,0.8305440760622956,0.03314363819120799,54053,234,4,6,nan,,
233,789.580003619194,789.580003619194,0,0.8298796408014458,0.03354661658020883,54287,234,0,9,nan,,
234,582.0100098252296,582.0100098252296,0,0.8292157370888047,0.032646722207635134,54522,235,6,7,nan,,
235,537.4399951696396,537.4399951696396,0,0.8285523644991336,0.030264670171348724,54759,237,14,7,nan,,
236,599.679997086525,599.679997086525,0,0.8278895226075342,0.03628236159555993,54993,234,0,7,nan,,
237,678.4599984884262,678.4599984884262,0,0.8272272109894482,0.029737916983792495,55227,234,8,8,nan,,
238,724.9399994015694,724.9399994015694,0,0.8265654292206566,0.03237993585861335,55461,234,4,8,nan,,
239,491.6499975323677,491.6499975323677,0,0.82590417687728,0.031639121521007396,55695,234,0,6,nan,,
240,314.90999287366867,314.90999287366867,0,0.8252434535357782,0.04237366462978771,55929,234,0,4,nan,,
241,243.50999987125397,243.50999987125397,0,0.8245832587729496,0.033132112269305576,56165,236,14,4,nan,,
242,484.59999990463257,484.59999990463257,0,0.8239235921659313,0.03522071097816887,56399,234,4,6,nan,,
243,655.8499963879585,655.8499963879585,0,0.8232644532921984,0.03408729695415093,56633,234,16,8,nan,,
244,689.490003824234,689.490003824234,0,0.8226058417295646,0.035730987257356274,56867,234,4,8,nan,,
245,586.45000654459,586.45000654459,0,0.821947757056181,0.036050545714669306,57101,234,8,7,nan,,
246,391.73000007867813,391.73000007867813,0,0.821290198850536,0.03789559883418782,57335,234,0,5,nan,,
247,1136.8700069785118,1136.8700069785118,1,0.8206331666914556,0.03386365644295107,57553,218,6,10,nan,,
248,488.0500030517578,488.0500030517578,0,0.8199766601581024,0.03772376566033425,57787,234,0,6,nan,,
249,612.2199992537498,612.2199992537498,0,0.819320678829976,0.039337808487273876,58021,234,4,7,nan,,
250,807.1299877166748,807.1299877166748,0,0.818665222286912,0.034925814156003036,58255,234,2,9,nan,,
251,510.4000104665756,510.4000104665756,0,0.8180102901090824,0.0379591775837086,58489,234,4,6,nan,,
252,471.5299963951111,471.5299963951111,0,0.8173558818769951,0.03311411599170858,58725,236,14,6,nan,,
253,510.39000302553177,510.39000302553177,0,0.8167019971714935,0.03679032623767853,58959,234,4,6,nan,,
254,378.8799982070923,378.8799982070923,0,0.8160486355737563,0.03953031111129765,59194,235,4,5,nan,,
255,590.6200038194656,590.6200038194656,0,0.8153957966652973,0.037600016537106644,59428,234,8,7,nan,,
256,602.1499894857407,602.1499894857407,0,0.814743480027965,0.037242687467871044,59662,234,4,7,nan,,
257,794.1599892377853,794.1599892377853,0,0.8140916852439426,0.04072371627188335,59896,234,0,9,nan,,
258,586.5800030827522,586.5800030827522,0,0.8134404118957475,0.036421402261174955,60130,234,8,7,nan,,
259,668.4099971055984,668.4099971055984,0,0.8127896595662308,0.03773148604116197,60364,234,12,8,nan,,
260,691.819991350174,691.819991350174,0,0.8121394278385778,0.037713511718501305,60598,234,0,8,nan,,
261,478.91998970508575,478.91998970508575,0,0.811489716296307,0.036695793050072964,60832,234,0,6,nan,,
262,591.6600019931793,591.6600019931793,0,0.8108405245232699,0.03831881153044002,61066,234,2,7,nan,,
263,685.5600092411041,685.5600092411041,0,0.8101918521036513,0.0392253141597671,61300,234,0,8,nan,,
264,701.6199944615364,701.6199944615364,0,0.8095436986219684,0.041994441348802425,61534,234,2,8,nan,,
265,297.13999485969543,297.13999485969543,0,0.8088960636630708,0.03719722964185274,61768,234,0,4,nan,,
266,669.7099989056587,669.7099989056587,0,0.8082489468121403,0.04179682264682548,62002,234,6,8,nan,,
267,674.4300018548965,674.4300018548965,0,0.8076023476546906,0.04616163465810024,62236,234,0,8,nan,,
268,593.1100016832352,593.1100016832352,0,0.8069562657765669,0.04100313551467041,62470,234,0,7,nan,,
269,486.42000299692154,486.42000299692154,0,0.8063107007639456,0.04059774502796137,62704,234,8,6,nan,,
270,623.7499914169312,623.7499914169312,0,0.8056656522033344,0.03649762643758079,62938,234,4,7,nan,,
271,682.6200025677681,682.6200025677681,0,0.8050211196815718,0.04302967265564001,63172,234,0,8,nan,,
