episode,reward,success,alpha,ep_avg_actor_loss,ep_avg_critic_loss,buffer_size,total_steps
74,600.5658494971937,1,0.5645650625228882,-123.82147364462575,249.30526634954637,5896,5896
75,601.8318481038275,1,0.5684301853179932,-125.71852929251534,231.8233141217913,5924,5924
76,599.3383848840638,1,0.5732877850532532,-127.5354907873905,245.232753869259,5957,5957
77,589.1734104875442,1,0.5808676481246948,-128.47800389042607,221.30349463003654,6011,6011
78,547.4143306220758,1,0.5965174436569214,-132.4692673365275,205.91292254130045,6131,6131
79,578.7606993551346,1,0.6060484647750854,-136.18200914483322,191.30917669597426,6207,6207
80,600.9326161602569,1,0.6101434826850891,-137.7542811426623,190.3091188628098,6236,6236
81,602.4555420411041,1,0.6140103340148926,-139.71744830791766,188.11285224327673,6262,6262
82,597.0694525792478,1,0.6181254386901855,-139.38435250741463,155.31848766185618,6289,6289
83,601.2728075206835,1,0.6228100061416626,-141.41925430297852,171.5087661743164,6317,6317
84,531.816259098277,1,0.6292639970779419,-143.45821420769943,167.46096199437193,6355,6355
85,599.9718756539946,1,0.6344461441040039,-144.39625883102417,171.0769121646881,6387,6387
86,601.6622896322108,1,0.6388246417045593,-146.09764317103796,163.0764399937221,6415,6415
87,599.4891419996302,1,0.6441575884819031,-147.56086587905884,151.2564377784729,6447,6447
88,601.2683006041163,1,0.6486294269561768,-147.07439554148706,164.0604529545225,6476,6476
89,538.2343290966901,1,0.6539895534515381,-149.58448961046008,141.0687287648519,6512,6512
90,602.133764658473,1,0.658521294593811,-152.0764685736762,153.99480607774524,6539,6539
91,601.6122606650775,1,0.6633530259132385,-153.83968462262834,171.29804284232003,6567,6567
92,597.1897287963557,1,0.6681370735168457,-154.3353192364728,139.85728624131946,6594,6594
93,34.743484466514815,1,0.6824160814285278,-155.63856237074907,148.42097284653607,6679,6679
94,601.5950480494927,1,0.6868462562561035,-160.35838426862443,133.47777611868722,6707,6707
95,602.320351650527,1,0.6911518573760986,-159.7981978196364,126.36044194148137,6733,6733
96,538.9972868075969,1,0.6964205503463745,-161.29049867572206,130.12118715228456,6766,6766
97,602.24868200774,1,0.7009185552597046,-162.4125897442853,125.34627419930918,6793,6793
98,601.985563039347,1,0.7052222490310669,-164.49829973493303,131.2081252506801,6821,6821
99,602.5127309771542,1,0.7099233865737915,-165.57484788161057,126.60407433143028,6847,6847
100,602.5791404479255,1,0.7139922380447388,-167.14034975492038,128.02202166043796,6873,6873
101,591.2768254988579,1,0.7184614539146423,-167.30222189015356,125.36390817576441,6902,6902
102,590.7700074082882,1,0.7229149341583252,-168.538596089681,119.91545130411784,6932,6932
103,602.1525869809586,1,0.7272295951843262,-170.25047980414496,125.12640493887442,6959,6959
104,602.5148993460813,1,0.7312467098236084,-170.11958740234374,124.1640396118164,6984,6984
105,601.8118035811644,1,0.7356004118919373,-172.6530701773507,126.2050029209682,7012,7012
106,602.200259073658,1,0.7394343614578247,-171.69273546006946,130.8922619289822,7039,7039
107,602.9658480269527,1,0.7440481185913086,-175.3799969482422,117.09460510253906,7064,7064
108,602.1596723689868,1,0.7488388419151306,-177.90003741229023,132.08868492974176,7091,7091
109,602.5915604179309,1,0.7532432079315186,-177.27093688964842,129.2592529296875,7116,7116
110,602.5863278288034,1,0.7577183842658997,-178.14942565917968,124.25611114501953,7141,7141
111,602.0831794164143,1,0.7624436616897583,-177.97733674225984,124.70322192156756,7168,7168
112,602.056759006634,1,0.7670930624008179,-181.50431767216435,131.23569205955224,7195,7195
113,602.6035823194827,1,0.7712536454200745,-181.9290344238281,117.09267608642578,7220,7220
114,601.9687157303929,1,0.7759267687797546,-183.31413386418268,121.78391529963567,7246,7246
115,601.078764273155,1,0.7812398076057434,-183.9324210030692,117.24852016993931,7274,7274
116,602.7741462217621,1,0.7860473990440369,-183.45843200683595,114.05696136474609,7299,7299
117,602.1628190616188,1,0.7913213968276978,-184.4860393382885,117.07310033727575,7326,7326
118,601.6245656021151,1,0.7967590093612671,-185.9034994619864,114.93056996663411,7353,7353
119,601.8258185555472,1,0.8019428849220276,-189.40736389160156,123.94509451729911,7381,7381
120,601.1754027825823,1,0.8079169392585754,-188.47268045359644,111.72909072349812,7410,7410
121,602.4828335614875,1,0.8126352429389954,-192.15139709472658,115.60509368896484,7435,7435
122,602.2806793837904,1,0.8176859617233276,-193.0448221059946,115.06922443096454,7461,7461
123,602.0530136970996,1,0.8227635622024536,-192.65180851862982,106.20177899874173,7487,7487
124,602.8551393425582,1,0.8278743028640747,-195.18213012695313,114.96251098632813,7512,7512
125,602.1456468093677,1,0.8335039019584656,-193.85134242131159,102.86744866004356,7538,7538
126,602.4975904885406,1,0.8388599753379822,-198.65450134277344,110.8652474975586,7563,7563
127,602.8857927649199,1,0.8446239233016968,-199.05481896033655,106.26647274310773,7589,7589
128,602.5575725621957,1,0.8498095870018005,-200.07909240722657,109.02061492919921,7614,7614
129,602.0242092000408,1,0.8556389808654785,-201.30852762858072,105.16350583676939,7641,7641
130,602.273922430503,1,0.8607020378112793,-203.35906454233023,107.74599222036508,7667,7667
131,602.689204335409,1,0.8661227822303772,-205.97552917480468,107.62667602539062,7692,7692
132,602.8270290645338,1,0.8716331720352173,-205.86690457661948,100.94825013478597,7716,7716
133,602.7231996592759,1,0.8768529891967773,-206.70304459791916,109.13539446317233,7742,7742
134,602.0332615734967,1,0.8830646872520447,-211.08904325045071,117.84602267925555,7768,7768
135,602.0707849493183,1,0.8891640305519104,-209.13845883882962,101.43662394010104,7794,7794
136,602.4883549411757,1,0.895091712474823,-208.88520167424127,106.34460097092848,7820,7820
137,602.3283111195211,1,0.9007891416549683,-213.92541931152343,104.96302551269531,7845,7845
138,602.9802769855642,1,0.9057567119598389,-215.32168261210123,102.82418505350749,7869,7869
139,602.5250763399803,1,0.9116950631141663,-213.74001220703124,103.8470391845703,7894,7894
140,602.4960427658558,1,0.9180125594139099,-216.50417541503907,101.57536102294922,7919,7919
141,602.0711976532981,1,0.9242443442344666,-217.8831329345703,106.30414807354963,7946,7946
142,603.0218632981635,1,0.9294723272323608,-218.20757611592612,103.93665313720703,7970,7970
143,602.8376197235604,1,0.9352250099182129,-219.14690272013345,104.01655101776123,7994,7994
144,603.1643772847549,1,0.9410672783851624,-220.79047711690268,98.12133693695068,8018,8018
145,602.2568596354191,1,0.9469869136810303,-222.56334275465744,99.0805194561298,8044,8044
146,601.6301550872226,1,0.9536893963813782,-221.64308957700376,94.37898649992766,8071,8071
147,602.2417805809087,1,0.960302472114563,-225.11450782189002,105.5777479318472,8097,8097
148,602.9984553992367,1,0.9665843844413757,-228.7351708984375,101.97044860839844,8122,8122
149,602.5190053583544,1,0.972531795501709,-226.8120782470703,92.84248504638671,8147,8147
150,602.9564313576071,1,0.9785280227661133,-228.9242057800293,98.83109378814697,8171,8171
151,601.9618288559914,1,0.9842147827148438,-230.25853201059195,93.01122636061449,8197,8197
152,603.229608071154,1,0.9902132153511047,-230.1822821299235,98.09424463907878,8221,8221
153,602.4482256447825,1,0.9962834119796753,-231.45400648850662,93.62164541391226,8247,8247
154,602.3303574607173,1,1.001859188079834,-234.6250927734375,99.29129852294922,8272,8272
155,602.8587417118551,1,1.0075784921646118,-235.39564259847006,98.22438875834148,8296,8296
156,603.0346351848358,1,1.0127729177474976,-236.18661244710287,100.1378189722697,8320,8320
157,603.3392998209948,1,1.018175721168518,-240.21162923177084,90.69733158747356,8344,8344
158,601.9056536468211,1,1.0243573188781738,-241.26087247408353,100.41679323636569,8370,8370
159,602.7910804910824,1,1.0306556224822998,-237.83329284667968,89.37279846191406,8395,8395
160,602.2320486358502,1,1.037411093711853,-237.57826408973108,95.13066893357497,8421,8421
161,602.5270441945831,1,1.0437363386154175,-241.7906573486328,91.89280746459961,8446,8446
162,602.1803977209814,1,1.0502305030822754,-245.053955078125,87.21532762967624,8472,8472
163,602.7776260165273,1,1.0557324886322021,-244.1420739746094,97.04672561645508,8497,8497
164,601.6759018411052,1,1.0621510744094849,-247.72605443883825,106.59877692328558,8524,8524
165,603.3728841371783,1,1.0684459209442139,-249.1802666982015,113.5480465888977,8548,8548
166,602.6593805536565,1,1.0746386051177979,-247.17969604492188,100.37250274658203,8573,8573
167,602.6127137160566,1,1.0801445245742798,-248.64069519042968,89.76709350585938,8598,8598
168,601.6097515882201,1,1.0859074592590332,-250.96917615618025,94.00273105076381,8626,8626
169,505.6660531521746,1,1.1126899719238281,-253.76956718198716,97.29374507165724,8750,8750
170,602.3236911937241,1,1.1183234453201294,-255.84986818753757,114.58968118520883,8776,8776
171,601.6303253097158,1,1.1229661703109741,-256.29273308648004,109.2308490894459,8803,8803
172,603.3975588425311,1,1.126947283744812,-258.30746393618375,113.47055601037067,8826,8826
173,602.9618381627369,1,1.1312021017074585,-259.18333943684894,107.38799174626668,8850,8850
174,603.697597400753,1,1.135147213935852,-259.3558236827021,95.01219475787619,8873,8873
175,601.7995398817461,1,1.1395840644836426,-261.26859198676215,104.71649622034144,8900,8900
176,602.5811920719088,1,1.1444778442382812,-262.85023439847504,100.31893774179312,8926,8926
177,601.7520506681376,1,1.149620771408081,-264.61562884295427,94.7181633843316,8953,8953
178,595.4016603007897,1,1.1548864841461182,-268.2034891764323,98.83976364135742,8983,8983
179,600.885071022878,1,1.1593585014343262,-267.1207864695582,102.11059701853785,9012,9012
180,601.0326937002146,1,1.1638771295547485,-269.46979686192105,108.0050185067313,9040,9040
181,601.5635626406181,1,1.167669653892517,-269.91805352105035,93.76248451515481,9067,9067
182,603.4507615373226,1,1.1718083620071411,-270.53064918518066,90.75838979085286,9091,9091
183,602.3366790923519,1,1.1757851839065552,-272.7174307016226,93.06852590120755,9117,9117
184,602.5432908410612,1,1.179896354675293,-274.54583984375,91.74892822265625,9142,9142
185,602.5260955484799,1,1.18429696559906,-274.14101938100964,86.64545059204102,9168,9168
186,602.2641797877997,1,1.186615228652954,-277.6494598388672,94.45683273902306,9194,9194
187,602.3793184645226,1,1.1898363828659058,-277.6045813927284,86.2542501596304,9220,9220
188,602.867941998988,1,1.192613959312439,-275.97285079956055,92.71464268366496,9244,9244
189,603.2056699570078,1,1.1950567960739136,-278.2168248494466,93.85086091359456,9268,9268
190,602.4555674773109,1,1.19794762134552,-277.1503918457031,96.53057876586914,9293,9293
191,517.2010509177074,1,1.2024807929992676,-279.993932775549,98.78616281457849,9330,9330
192,603.2758705204554,1,1.2066798210144043,-283.8643544514974,102.0413408279419,9354,9354
193,602.4375859157262,1,1.2091044187545776,-282.9038391113281,102.91957033597507,9380,9380
194,602.9427965464193,1,1.2114554643630981,-283.1362368265788,101.82092793782552,9404,9404
195,602.4232005290742,1,1.2135908603668213,-281.8759423828125,91.6120834350586,9429,9429
196,601.8471994101388,1,1.2160987854003906,-286.93144169560185,90.63542203549986,9456,9456
197,602.2243724149214,1,1.2189593315124512,-286.612305861253,90.35012876070462,9482,9482
198,591.3842258177042,1,1.220837116241455,-290.0262724777748,92.0864670852135,9511,9511
199,601.6867393505513,1,1.2221978902816772,-289.1286711516204,89.7367251360858,9538,9538
200,602.2569337608204,1,1.2237640619277954,-291.29739732008716,85.05681932889499,9564,9564
201,592.0515504257049,1,1.225611686706543,-291.87557513897235,76.52783335172214,9590,9590
202,571.173543576203,1,1.2277228832244873,-289.45440252896014,81.42047000753469,9619,9619
203,603.1982236522695,1,1.2279149293899536,-291.25839614868164,86.93711471557617,9643,9643
204,602.5627425924415,1,1.229282021522522,-291.97141723632814,88.16231292724609,9668,9668
205,601.9541210580971,1,1.22915780544281,-290.69735248272235,83.65814898564265,9694,9694
206,601.573515735801,1,1.228739619255066,-294.80462973458424,84.21436854771206,9722,9722
207,602.8709751383263,1,1.229547142982483,-292.9631754557292,87.7003968556722,9746,9746
208,600.8665381342764,1,1.2306303977966309,-297.07545362200057,87.81570325578961,9774,9774
209,602.3328305077528,1,1.2300366163253784,-298.469736328125,88.47917572021484,9799,9799
210,602.2045631506758,1,1.2300066947937012,-300.62467604417066,81.78625458937425,9825,9825
211,602.7283952894115,1,1.229690432548523,-297.76151977539064,82.02402297973633,9850,9850
212,602.8542344547368,1,1.2295646667480469,-297.77746215820315,84.28602340698242,9875,9875
213,600.9575354989353,1,1.2291241884231567,-300.97578903724406,80.55137344886516,9904,9904
214,602.4973789467871,1,1.2293882369995117,-302.23670255220856,76.02502632141113,9930,9930
215,592.7355918845687,1,1.2295279502868652,-304.4562777005709,87.19992197476901,9956,9956
216,601.431747915537,1,1.2296812534332275,-303.9213618525752,82.16653527153863,9983,9983
217,601.5255508186392,1,1.2298517227172852,-306.03886017975987,82.64813500863535,10010,10010
218,602.2459683629521,1,1.2292598485946655,-305.2102755033053,90.0556646493765,10036,10036
219,592.044804642136,1,1.2292368412017822,-308.32638197678784,84.89967757004958,10062,10062
220,603.172208560575,1,1.2290778160095215,-308.5214258829753,87.73218313852946,10086,10086
221,602.0204751047156,1,1.2268364429473877,-306.1569993760851,80.73723461009838,10113,10113
222,570.5067248984333,1,1.2257604598999023,-310.65659586588544,82.06332181294759,10143,10143
223,602.4171819782176,1,1.223342776298523,-310.72846069335935,76.20239364624024,10168,10168
224,602.4416493875755,1,1.2208198308944702,-310.95127633901745,83.32878494262695,10194,10194
225,602.4211604048701,1,1.2190923690795898,-314.1344463641827,78.5436358818641,10220,10220
226,601.5481410501143,1,1.2152996063232422,-312.369312427662,78.57753781919126,10247,10247
227,602.2383731019247,1,1.2128421068191528,-313.9077883119936,77.68164825439453,10274,10274
228,597.663316451891,1,1.2119337320327759,-316.1838439941406,80.78043838500976,10299,10299
229,601.733388817986,1,1.209147334098816,-312.35964852792245,76.27269306889286,10326,10326
230,602.3738325562084,1,1.2069066762924194,-318.117682823768,85.54810978816106,10352,10352
231,561.049289099767,1,1.2037750482559204,-315.7387821592134,76.3709119599441,10381,10381
232,591.4725353680192,1,1.2010762691497803,-315.68852181270205,73.58257162159887,10410,10410
233,596.1920542534506,1,1.1984986066818237,-316.5452986092403,79.23297461147966,10439,10439
234,602.5693994838163,1,1.1964818239212036,-319.82783569335936,81.25111663818359,10464,10464
235,602.7354385675377,1,1.1932352781295776,-316.1392236328125,77.16657608032227,10489,10489
236,592.6743869494856,1,1.1898318529129028,-319.6330236816406,73.30572570800781,10514,10514
237,591.5914132366885,1,1.1860392093658447,-318.013553074428,72.55912726266044,10542,10542
238,601.8046932156803,1,1.1827441453933716,-321.5514112200056,75.52307864597866,10570,10570
239,586.3287720216873,1,1.1784087419509888,-324.04336329868863,68.89171164376395,10598,10598
240,602.5176570918197,1,1.1751844882965088,-324.11871215820315,70.95490447998047,10623,10623
241,601.5381890228396,1,1.1735705137252808,-322.8130144391741,69.2607034955706,10651,10651
242,602.6242530466179,1,1.1710481643676758,-323.9519201660156,60.4478971862793,10676,10676
243,591.785673064895,1,1.1669561862945557,-328.2967616489955,67.4889862877982,10704,10704
244,576.4236883035869,1,1.1635318994522095,-323.9838071550642,69.04681246621269,10732,10732
245,602.5948137829946,1,1.160284399986267,-325.92810410719653,70.14939454885629,10758,10758
246,517.484460239477,1,1.1539596319198608,-325.48841156830656,67.5767561422812,10795,10795
247,601.7050492084909,1,1.1510272026062012,-325.91174542462386,65.78559070163303,10822,10822
248,602.4281787344613,1,1.1481068134307861,-327.71060767540564,73.31038387005145,10848,10848
249,591.3416978521857,1,1.1440268754959106,-329.14819125471445,69.60377936527647,10877,10877
250,602.6529719241908,1,1.1406223773956299,-328.6348184438852,69.90786009568434,10903,10903
251,602.3784566741725,1,1.1374849081039429,-329.83860074556793,65.68151620718149,10929,10929
252,596.969512300399,1,1.1353538036346436,-330.4570563180106,67.66725076947894,10957,10957
253,591.8178457697355,1,1.1310006380081177,-332.8896015712193,70.30378586905343,10985,10985
254,596.1337092838953,1,1.1263391971588135,-333.4445569268588,69.10823177469187,11014,11014
255,602.9033891512368,1,1.1225095987319946,-332.9945233662923,67.01841640472412,11038,11038
256,592.237149609617,1,1.1171464920043945,-331.20999484592016,67.72123520462601,11065,11065
257,602.2422121814847,1,1.1145542860031128,-335.487541785607,64.83753659174992,11091,11091
258,602.9766740799466,1,1.1114882230758667,-334.90081278483075,70.16855573654175,11115,11115
259,601.2114407676679,1,1.1074219942092896,-334.8144771030971,68.44528429848808,11143,11143
260,603.3904412469955,1,1.1049575805664062,-332.9731101989746,67.67943700154622,11167,11167
261,602.4938971038838,1,1.1022253036499023,-337.42205078125,69.75840850830077,11192,11192
262,602.8131994413541,1,1.0962296724319458,-336.5974320631761,64.74483607365535,11218,11218
263,603.1732076371198,1,1.0924545526504517,-338.0882708231608,66.5076847076416,11242,11242
264,602.1800357247723,1,1.088757038116455,-340.00953556941107,69.19157747121957,11268,11268
265,603.6171208571168,1,1.0860284566879272,-340.03777014690894,68.84900797968325,11291,11291
266,603.1119407126635,1,1.0836666822433472,-337.66669799804686,72.42659744262696,11316,11316
267,602.9197476406578,1,1.0821460485458374,-340.15082931518555,71.02383613586426,11340,11340
268,602.9524401725554,1,1.0795466899871826,-339.0385042826335,70.38756434122722,11364,11364
269,600.6940587619474,1,1.0756621360778809,-340.86048787434896,66.05498352050782,11394,11394
270,602.0316236604817,1,1.0689103603363037,-341.2895190899189,68.30487588735727,11420,11420
271,602.9045745703945,1,1.0660667419433594,-342.1752917480469,70.13428298950195,11445,11445
272,601.6171894837453,1,1.0639543533325195,-340.5962151421441,64.98763769644277,11472,11472
273,602.691305569118,1,1.060601830482483,-342.4943202092097,65.68203823383038,11498,11498
274,602.315664724537,1,1.0551443099975586,-343.78333575908954,66.58398862985464,11524,11524
275,602.2835201072298,1,1.052230954170227,-343.36806798864296,67.53569059018736,11551,11551
276,602.4487734934728,1,1.0483900308609009,-345.725341796875,58.45703674316406,11576,11576
277,601.3961895131395,1,1.0433285236358643,-344.91004180908203,59.91609845842634,11604,11604
278,550.1433946062357,1,1.040755033493042,-345.6464597640499,61.296903917866366,11635,11635
279,603.0665132553877,1,1.0374176502227783,-346.05750401814777,60.239397048950195,11659,11659
280,602.488876146813,1,1.0358110666275024,-347.41254150390625,63.27206573486328,11684,11684
281,602.6316087364285,1,1.0327707529067993,-344.2068115234375,63.597369537353515,11709,11709
282,602.0883747308075,1,1.0288078784942627,-346.57066110464245,58.53255638709435,11735,11735
283,601.7220721487473,1,1.0271059274673462,-348.4912764937789,60.69374918054651,11762,11762
284,600.1644120339699,1,1.0224512815475464,-349.1916956747732,60.70252966111706,11793,11793
285,602.4692099569588,1,1.018207311630249,-349.95429053673377,59.77303607647236,11819,11819
286,560.2405061261181,1,1.0121711492538452,-348.2114858319682,57.7773318136892,11850,11850
287,602.5079155936837,1,1.007914423942566,-350.433486328125,55.3055453491211,11875,11875
288,602.0155886537289,1,1.0058681964874268,-352.86908545860877,56.23219255300668,11901,11901
289,602.6605994984191,1,1.003461480140686,-350.0615563025841,67.72994217505821,11927,11927
290,603.1566624718457,1,1.0016942024230957,-351.7749532063802,63.0858793258667,11951,11951
291,602.7997343711334,1,0.9982470870018005,-351.06973754882813,56.8303727722168,11976,11976
292,601.728130852278,1,0.9932129979133606,-348.8841315375434,58.41394876550745,12003,12003
293,602.7814292563326,1,0.9896714687347412,-351.3370166015625,52.73604179382324,12028,12028
294,601.687469100729,1,0.9856649041175842,-352.0868145978009,58.740439379656756,12055,12055
295,600.7984672696274,1,0.9793227314949036,-350.07733459472655,57.63805758158366,12085,12085
296,560.2453338438736,1,0.9750239849090576,-354.10569713961695,54.84935625137821,12116,12116
297,601.8978333332132,1,0.9729233980178833,-354.90773518880206,55.96193751582393,12143,12143
298,602.0640009172697,1,0.9689611196517944,-355.16217745267426,57.064236640930176,12169,12169
299,602.2244417975223,1,0.9664464592933655,-355.7329406738281,67.79436111450195,12195,12195
300,602.7863127741082,1,0.9631235003471375,-355.466303898738,73.27740771953876,12221,12221
301,601.2342176819329,1,0.9618988633155823,-356.0092250279018,54.088360922677175,12249,12249
302,592.4563691719713,1,0.9585435390472412,-356.752922644982,51.38149070739746,12275,12275
303,601.596790605387,1,0.9547136425971985,-357.5248827253069,59.9524656023298,12303,12303
304,602.1646493429503,1,0.949474573135376,-357.4609844501202,50.704377101017876,12329,12329
305,603.3898222820234,1,0.9461292624473572,-355.8114077250163,53.065355936686196,12353,12353
306,602.5406120124253,1,0.9406886696815491,-359.69942180926984,52.642924969012924,12379,12379
307,591.6504419471125,1,0.9383342862129211,-358.8216552734375,53.67111723763602,12407,12407
308,601.9028721738974,1,0.9376280307769775,-359.0504059968171,54.029058385778356,12434,12434
309,600.4187657680321,1,0.9332075715065002,-358.1871416645665,58.68308221140215,12465,12465
310,602.2990907643582,1,0.9320823550224304,-358.8294912484976,55.57046860914964,12491,12491
311,602.4661390887264,1,0.9302619695663452,-358.35984375,53.3861865234375,12516,12516
312,330.55603993241186,1,0.9239436984062195,-360.24934662365524,53.814773371962254,12577,12577
313,602.7394119207418,1,0.9193877577781677,-363.0943838266226,51.19329496530386,12603,12603
314,602.33461703511,1,0.9177258014678955,-360.64144219292535,54.88849767049154,12630,12630
315,602.1256879501276,1,0.9173648953437805,-360.81477412471065,55.442687846996165,12657,12657
316,602.3096361541566,1,0.9154478311538696,-358.0396493765024,57.571777197030876,12683,12683
317,603.7195414262158,1,0.9134218692779541,-363.0988597040591,49.839341122171156,12706,12706
318,601.4115181057686,1,0.9100667238235474,-361.78180258614674,51.72412463596889,12734,12734
